n,Average AUC,St_D
2,0.6287939525358479,0.0006756503424618088
3,0.7274791335854676,0.0009903839530429615
4,0.7753198942686896,0.004696276842569513
5,0.8162061521473396,0.009454747083101234
6,0.8038192654564675,0.001163512514443188
7,0.8127128022216283,0.0006653422995684943
8,0.8191409090812606,0.00422125696165343
9,0.8091966948042095,0.0012939211137638629
10,0.8164379449843243,0.00140422213643987
