n,Average AUC,St_D
2,0.532051282051282,0.0006574621959237748
3,0.59392,0.017471999999999988
4,0.6397476557329971,0.009598696450199118
5,0.8119332540508398,0.014631867315084257
6,0.8337258535578801,0.014955119760003854
7,0.8531755924899971,0.0044621421975992726
8,0.8574943100635066,0.0037234407485958188
9,0.845107995295665,0.009454587467154052
10,0.8401074176222965,0.018849926383675886
