n,Average AUC,St_D
2,0.8862222322050268,0.0013841782529593338
3,0.8829187875304935,0.0010035008913492627
4,0.9019179199509221,0.0028251180472932402
5,0.8981432043206228,0.003821755242399305
6,0.9077335073928203,0.0016429049909607585
7,0.9105218704160295,0.0014746730751223902
8,0.906808561236623,0.005941022592152179
9,0.9117479644965294,0.0020420893382331884
10,0.9082691065702071,0.0013019064228003696
