n,Average AUC,St_D
2,0.7185057029347686,0.02537485582468274
3,0.7535596993541847,0.02182657761907908
4,0.7927566732377858,0.007605626298683998
5,0.824382482339522,0.009522759731234787
6,0.8949949506324424,0.004929490486119736
7,0.9089588995093314,0.00015236223655329395
8,0.9151568251449227,0.0022812933941678826
9,0.919330996945728,0.0020851280444827425
10,0.9308838841104572,0.004224762335898691
