n,average_auc
2,0.8747999999999999,0.014888250400903398
3,0.8894,0.014242190842703926
4,0.857,0.011777096416349808
5,0.8459999999999999,0.014014278433083886
6,0.8471,0.01177879450538128
7,0.8638,0.011329607230614819
8,0.8783,0.01009257152563209
9,0.9087,0.01639390130505852
10,0.901,0.01758692696294609
