n,average_auc
2,0.36910000000000004,0.0397773805070168
3,0.5262,0.056578794614236885
4,0.7454999999999999,0.03561881525261614
5,0.8013,0.040907945438508654
6,0.8261,0.03218291472194526
7,0.8582000000000001,0.03454504305975029
8,0.8525,0.03619392214170771
9,0.8521999999999998,0.03686814343033832
10,0.8516999999999999,0.03654394614707064
