n,average_auc
2,0.6690000000000002,0.025436194683953837
3,0.6968,0.04467281052273296
4,0.7571,0.018418468991748486
5,0.7859,0.010394229168149038
6,0.7975000000000001,0.00754983443527075
7,0.8065,0.012393546707863745
8,0.8183,0.01589528231897754
9,0.8298,0.010404806581575632
10,0.8352999999999999,0.01068924693325025
