n,average_auc
2,0.6668999999999999,0.012370933675353702
3,0.7464999999999999,0.00834266144584568
4,0.7645,0.0032710854467592385
5,0.7696999999999999,0.015213809516357178
6,0.7569,0.00496386945839635
7,0.7577999999999999,0.004365775990588603
8,0.7621,0.004758150901348124
9,0.7642,0.004166533331199945
10,0.7631,0.008138795979750308
