n,average_auc
2,0.7875,0.017029386365926415
3,0.8282999999999999,0.014991997865528127
4,0.8553000000000001,0.012940633678456423
5,0.8603,0.013385066305401719
6,0.8521000000000001,0.00889044430835716
7,0.8687999999999999,0.015147937153289227
8,0.8734999999999999,0.011428035701729332
9,0.8965,0.006519202405202651
10,0.9029999999999999,0.013608820668963212
