n,average_auc
2,0.69,0.006308724118235011
3,0.7626,0.004747630988187711
4,0.7927,0.009341306118525386
5,0.7951,0.004973932046178348
6,0.8059000000000001,0.005083306010855528
7,0.7941,0.010711675872616792
8,0.8037000000000001,0.005895761189193439
9,0.8016,0.005171073389539153
10,0.7976,0.007958643100428648
