n,average_auc
2,0.7792,0.01150043477439007
3,0.8251,0.008218272324521736
4,0.8417,0.009547774609824035
5,0.8523,0.011474319151914842
6,0.8562999999999998,0.016363373735266227
7,0.8591,0.008991106717195595
8,0.8609,0.012978443666326092
9,0.8695999999999999,0.01651484180971769
10,0.8682000000000001,0.008686771552193596
