n,average_auc
2,0.5037,0.06379467062380682
3,0.6233000000000001,0.06011039843487977
4,0.8356,0.02535823337695273
5,0.8664999999999999,0.03516674565551951
6,0.8734999999999999,0.03133687923198481
7,0.8843,0.028615729940017254
8,0.8919,0.023109305485020534
9,0.8960999999999999,0.022435240136891764
10,0.8966000000000001,0.018268552214119202
