n,average_auc
2,0.9040000000000001,0.006935416353759884
3,0.9449,0.00712320152740327
4,0.9408999999999998,0.003367491648096524
5,0.9396000000000001,0.005023942674832183
6,0.942,0.010568822072492256
7,0.9447999999999999,0.008869047299456678
8,0.9541999999999998,0.006368673331236275
9,0.9513999999999999,0.009886354231970417
10,0.9417,0.006185466837676836
