n=2, 0.5434
n=3, 0.5803, 0.5287
n=4, 0.6073, 0.5402, 0.5146
n=5, 0.7069, 0.6645, 0.6132, 0.5737
n=6, 0.8389, 0.8274, 0.8164, 0.8057, 0.7748
n=7, 0.8585, 0.8970, 0.8830, 0.8801, 0.8783, 0.8722
