n=2, 0.4746
n=3, 0.5417, 0.4646
n=4, 0.5287, 0.5155, 0.5407
n=5, 0.5881, 0.5104, 0.5965, 0.5720
n=6, 0.6824, 0.6347, 0.6676, 0.6486, 0.7436
n=7, 0.7946, 0.7182, 0.7261, 0.7089, 0.7969, 0.7665
