n=2, 0.1758
n=3, 0.1065, 0.2182
n=4, 0.0921, 0.2244, 0.2610
n=5, 0.2852, 0.2852, 0.3367, 0.4144
n=6, 0.9295, 0.8099, 0.7151, 0.7106, 0.6670
n=7, 0.9564, 0.8307, 0.7594, 0.7563, 0.7464, 0.3333
