n=2, 0.5360
n=3, 0.6045, 0.5056
n=4, 0.7138, 0.6126, 0.5145
n=5, 0.8304, 0.8191, 0.7462, 0.6904
n=6, 0.8701, 0.8922, 0.8808, 0.8734, 0.8515
n=7, 0.8792, 0.9188, 0.9233, 0.9263, 0.9159, 0.8901
