n=2, 0.7762
n=3, 0.7742, 0.8706
n=4, 0.7750, 0.8670, 0.8877
n=5, 0.7774, 0.8648, 0.8852, 0.8534
n=6, 0.7834, 0.8684, 0.8858, 0.8502, 0.7406
n=7, 0.7825, 0.8711, 0.8915, 0.8495, 0.7287, 0.5936
