n=2, 0.5769
n=3, 0.6269, 0.6763
n=4, 0.6436, 0.6780, 0.6986
n=5, 0.7269, 0.7545, 0.7722, 0.7633
n=6, 0.8083, 0.8390, 0.8368, 0.8228, 0.8075
n=7, 0.8108, 0.8690, 0.8592, 0.8387, 0.8224, 0.8099
