n=2, 0.8171
n=3, 0.8519, 0.7570
n=4, 0.8787, 0.8311, 0.7842
n=5, 0.9080, 0.9000, 0.8592, 0.8436
n=6, 0.9315, 0.9275, 0.9126, 0.9021, 0.9313
n=7, 0.9416, 0.9353, 0.9227, 0.9017, 0.9371, 0.9554
