n=2, 0.6555
n=3, 0.6197, 0.7289
n=4, 0.6824, 0.8056, 0.7701
n=5, 0.6871, 0.8172, 0.8344, 0.8919
n=6, 0.6837, 0.8387, 0.8150, 0.8883, 0.7569
n=7, 0.6849, 0.8597, 0.9004, 0.8589, 0.8027, 0.9688
