n=2, 0.5169
n=3, 0.7253, 0.6008
n=4, 0.7772, 0.6896, 0.6364
n=5, 0.7786, 0.7184, 0.7042, 0.7258
n=6, 0.7746, 0.7293, 0.7035, 0.7027, 0.6900
n=7, 0.7727, 0.7304, 0.6952, 0.7829, 0.5917, 0.4570
