n=2, 0.1365
n=3, 0.1389, 0.3067
n=4, 0.3181, 0.3023, 0.3710
n=5, 0.8550, 0.5712, 0.5382, 0.6286
n=6, 0.9477, 0.7881, 0.6766, 0.6989, 0.7560
n=7, 0.9463, 0.7811, 0.7225, 0.7356, 0.7921, 0.1969
