n=2, 0.2898
n=3, 0.2507, 0.1913
n=4, 0.2128, 0.1785, 0.3126
n=5, 0.2172, 0.2119, 0.3216, 0.4283
n=6, 0.2050, 0.3420, 0.4804, 0.4986, 0.6904
n=7, 0.7840, 0.7878, 0.7479, 0.6176, 0.7641, 0.2518
