n=2, 0.6257
n=3, 0.6203, 0.8194
n=4, 0.6264, 0.8065, 0.7932
n=5, 0.6480, 0.8122, 0.8228, 0.8492
n=6, 0.6561, 0.8067, 0.7990, 0.8688, 0.7440
n=7, 0.6479, 0.8136, 0.8494, 0.8728, 0.8457, 0.6678
