Degree,P(k<=K)
0,1.0
1,1.0
2,0.7431693989071039
3,0.32695810564663025
4,0.16939890710382513
5,0.1111111111111111
6,0.08378870673952642
7,0.0692167577413479
8,0.058287795992714025
9,0.05191256830601093
10,0.042805100182149364
11,0.040983606557377046
12,0.03642987249544627
13,0.03460837887067395
14,0.031876138433515486
15,0.030965391621129327
16,0.028233151183970857
17,0.028233151183970857
18,0.026411657559198543
19,0.02459016393442623
20,0.023679417122040074
21,0.022768670309653915
22,0.020036429872495445
23,0.018214936247723135
24,0.017304189435336976
25,0.01639344262295082
26,0.01639344262295082
27,0.01639344262295082
28,0.01639344262295082
29,0.015482695810564663
30,0.015482695810564663
31,0.015482695810564663
32,0.015482695810564663
33,0.014571948998178506
34,0.014571948998178506
35,0.014571948998178506
36,0.014571948998178506
37,0.014571948998178506
38,0.01366120218579235
39,0.01366120218579235
40,0.01366120218579235
41,0.01366120218579235
42,0.01366120218579235
43,0.01366120218579235
44,0.01366120218579235
45,0.01366120218579235
46,0.01366120218579235
47,0.01366120218579235
48,0.01366120218579235
49,0.01366120218579235
50,0.01366120218579235
51,0.01366120218579235
52,0.01366120218579235
53,0.01366120218579235
54,0.01366120218579235
55,0.01366120218579235
56,0.012750455373406194
57,0.012750455373406194
58,0.011839708561020037
59,0.011839708561020037
60,0.011839708561020037
61,0.011839708561020037
62,0.011839708561020037
63,0.011839708561020037
64,0.011839708561020037
65,0.011839708561020037
66,0.011839708561020037
67,0.011839708561020037
68,0.01092896174863388
69,0.01092896174863388
70,0.010018214936247723
71,0.010018214936247723
72,0.010018214936247723
73,0.010018214936247723
74,0.009107468123861567
75,0.009107468123861567
76,0.009107468123861567
77,0.00819672131147541
78,0.00819672131147541
79,0.006375227686703097
80,0.006375227686703097
81,0.006375227686703097
82,0.006375227686703097
83,0.006375227686703097
84,0.006375227686703097
85,0.006375227686703097
86,0.006375227686703097
87,0.006375227686703097
88,0.006375227686703097
89,0.006375227686703097
90,0.006375227686703097
91,0.006375227686703097
92,0.006375227686703097
93,0.006375227686703097
94,0.006375227686703097
95,0.006375227686703097
96,0.00546448087431694
97,0.00546448087431694
98,0.00546448087431694
99,0.00546448087431694
100,0.00546448087431694
101,0.00546448087431694
102,0.00546448087431694
103,0.00546448087431694
104,0.00546448087431694
105,0.00546448087431694
106,0.00546448087431694
107,0.00546448087431694
108,0.00546448087431694
109,0.00546448087431694
110,0.00546448087431694
111,0.00546448087431694
112,0.00546448087431694
113,0.00546448087431694
